Contract_ID,License_Type,Vendor,Start_Date,End_Date,Owner,Criticality,Days_to_Renewal,Renewal_Flag,Total_Users,Active_Users,Avg_Utilization_Pct,Total_Annual_Budget_USD,Total_Actual_Spend_USD,Spend%,Budget_Status,Total_True_Up_USD,Stages,Approval_Status,Max_Days_in_Stage
C-1165,Collaborator,Cloudora,26-04-2023,24-03-2026,Procurement,Medium,82,Warning,245,181,72.9,267,128,0.479648363,Healthy,-139,Planning,Pending,6
C-1166,Collaborator,Atlassify,24-11-2023,13-06-2026,Finance,High,163,Planning,245,181,72.9,2647,123,0.046712162,Healthy,-2524,Planning,Pending,8
C-1167,Collaborator,Databridge,23-04-2023,19-05-2026,Finance,Medium,138,Planning,157,114,75.23,2768,1669,0.603043838,Healthy,-1099,Execution,Approved,3
C-1168,Collaborator,Nexaflow,30-09-2023,15-08-2026,IT,Critical,226,Normal,157,114,75.23,278,128,0.46226317,Healthy,-150,Approval,Approved,9
C-1169,Collaborator,Veloxa,12-03-2023,03-05-2026,Finance,High,122,Planning,157,114,75.23,3260,2706,0.830029688,Near Limit,-554,Execution,Pending,4
C-1170,Collaborator,Cloudora,21-09-2023,27-06-2026,IT,Critical,177,Planning,245,48,19.58,4394,3768,0.857662832,Near Limit,-626,Negotiation,Pending,17
C-1171,Collaborator,Nexaflow,30-11-2023,07-01-2026,IT,Medium,6,Critical,157,114,75.23,2563,128,0.050279571,Healthy,-2435,Approval,Pending,7
C-1172,Collaborator,Databridge,17-01-2023,24-09-2026,Finance,Critical,266,Normal,245,181,72.9,289,210,0.727919515,Healthy,-79,Approval,Approved,11
C-1173,Collaborator,Atlassify,10-09-2023,24-06-2026,Finance,High,174,Planning,157,114,75.23,3423,2779,0.811905397,Near Limit,-644,Execution,Pending,16
C-1174,Contributor,Microsoft,03-01-2023,10-11-2026,Finance,Medium,313,Normal,182,143,78.87,4513,2785,0.617213378,Healthy,-1728,Planning,Pending,19
C-1175,Collaborator,Cloudora,26-12-2023,28-04-2026,IT,Medium,117,Planning,157,114,75.23,4986,3764,0.754919415,Healthy,-1222,Planning,Pending,13
C-1176,Collaborator,Prismly,13-05-2023,08-01-2026,Finance,High,7,Critical,157,114,75.23,246,108,0.440302863,Healthy,-138,Execution,Approved,6
C-1177,Collaborator,Atlassify,30-01-2023,16-11-2026,Finance,Critical,319,Normal,245,181,72.9,4302,3678,0.855094091,Near Limit,-624,Execution,Pending,12
C-1178,Collaborator,Microsoft,18-08-2023,10-08-2026,IT,High,221,Normal,161,124,76.18,2638,127,0.048445838,Healthy,-2511,Negotiation,Pending,13
C-1179,Collaborator,Microsoft,30-11-2023,17-04-2026,Finance,High,106,Planning,161,124,76.18,3655,3388,0.926862115,Near Limit,-267,Negotiation,Approved,1
C-1180,Collaborator,Cloudora,11-07-2023,23-06-2026,Procurement,Critical,173,Planning,157,20,12.99,3747,378,0.101030791,Healthy,-3369,Negotiation,Pending,11
C-1181,Collaborator,Atlassify,08-10-2023,11-12-2026,Procurement,Critical,344,Normal,157,114,75.23,4736,3048,0.643584825,Healthy,-1688,Negotiation,Approved,5
C-1182,Collaborator,Microsoft,12-07-2023,14-02-2026,Procurement,Medium,44,Warning,161,30,18.86,3647,326,0.089587286,Healthy,-3321,Planning,Pending,6
C-1183,Collaborator,Microsoft,02-08-2023,20-07-2026,Finance,High,200,Normal,161,124,76.18,3814,3091,0.810392671,Near Limit,-723,Planning,Approved,11
C-1184,Contributor,Microsoft,22-12-2023,06-08-2026,Finance,Critical,217,Normal,182,143,78.87,3674,673,0.183396805,Healthy,-3001,Planning,Approved,1
C-1185,Collaborator,Microsoft,18-04-2023,01-02-2026,Finance,Medium,31,Warning,161,124,76.18,3223,2370,0.735568706,Healthy,-853,Planning,Pending,11
C-1186,Collaborator,Prismly,28-08-2023,25-10-2026,Procurement,Critical,297,Normal,157,114,75.23,2739,223,0.081705515,Healthy,-2516,Approval,Approved,19
C-1187,Collaborator,Cloudora,07-08-2023,29-12-2026,Finance,High,362,Normal,245,181,72.9,2915,2848,0.976900472,Exceeded,-67,Approval,Pending,7
C-1188,Collaborator,Microsoft,10-08-2023,30-03-2026,IT,Medium,88,Warning,161,124,76.18,364,178,0.488882007,Healthy,-186,Approval,Pending,3
C-1189,Collaborator,Nexaflow,27-07-2023,20-03-2026,Procurement,Critical,78,Warning,245,181,72.9,4859,278,0.057311062,Healthy,-4581,Approval,Pending,4
C-1190,Collaborator,Atlassify,13-05-2023,27-02-2026,Procurement,Critical,57,Warning,245,181,72.9,274,190,0.692590059,Healthy,-84,Approval,Pending,6
C-1191,Collaborator,Veloxa,30-05-2023,02-12-2026,Finance,Medium,335,Normal,157,114,75.23,461,495,1.071772914,Exceeded,34,Approval,Pending,7
C-1192,Contributor,Microsoft,27-08-2023,11-01-2026,IT,Medium,10,Critical,182,23,13.1,2391,1858,0.777077558,Healthy,-533,Approval,Approved,4
C-1193,Collaborator,Microsoft,05-06-2023,16-03-2026,IT,Critical,74,Warning,161,124,76.18,2440,1706,0.699372416,Healthy,-734,Execution,Pending,15
C-1194,Collaborator,Microsoft,27-03-2023,08-05-2026,Procurement,Medium,127,Planning,161,124,76.18,647,278,0.430068402,Healthy,-369,Execution,Pending,12
C-1195,Contributor,Microsoft,09-10-2023,23-08-2026,Finance,Medium,234,Normal,182,143,78.87,4027,3343,0.830042957,Near Limit,-684,Negotiation,Pending,13
C-1196,Collaborator,Microsoft,06-01-2023,01-11-2026,IT,Critical,304,Normal,161,124,76.18,1829,1408,0.769720686,Healthy,-421,Negotiation,Pending,11
C-1197,Collaborator,Cloudora,23-06-2023,28-10-2026,IT,Critical,300,Normal,245,181,72.9,3198,2199,0.687719904,Healthy,-999,Negotiation,Pending,12
C-1198,Contributor,Microsoft,01-10-2023,19-02-2026,IT,Medium,49,Warning,182,143,78.87,780,6496,8.327817617,Exceeded,5716,Execution,Pending,18
C-1199,Collaborator,Veloxa,27-11-2023,30-01-2026,Finance,High,29,Critical,245,181,72.9,622,420,0.675595477,Healthy,-202,Planning,Pending,19
C-1200,Collaborator,Microsoft,23-10-2023,15-10-2026,Procurement,Medium,287,Normal,161,124,76.18,624,289,0.4632187,Healthy,-335,Execution,Approved,14
C-1201,Contributor,Microsoft,01-06-2023,09-01-2026,Finance,High,8,Critical,182,143,78.87,3893,2564,0.658510854,Healthy,-1329,Planning,Approved,6
C-1202,Collaborator,Atlassify,14-07-2023,12-09-2026,Procurement,High,254,Normal,157,114,75.23,8695,8564,0.984876713,Exceeded,-131,Planning,Pending,11
C-1203,Collaborator,Nexaflow,29-11-2023,23-04-2026,Finance,Critical,112,Planning,245,181,72.9,490,390,0.796633115,Healthy,-100,Approval,Pending,3
C-1204,Collaborator,Microsoft,22-02-2023,07-09-2026,Procurement,Medium,249,Normal,161,124,76.18,6379,127,0.020038415,Healthy,-6252,Approval,Approved,12
C-1205,Collaborator,Microsoft,08-10-2023,29-03-2026,Finance,High,87,Warning,161,124,76.18,288,273,0.948605553,Near Limit,-15,Approval,Approved,13
C-1206,Collaborator,Microsoft,03-01-2023,13-09-2026,IT,High,255,Normal,161,124,76.18,4244,3145,0.741062907,Healthy,-1099,Approval,Approved,10
C-1207,Collaborator,Cloudora,19-07-2023,20-10-2026,Procurement,Critical,292,Normal,157,114,75.23,840,775,0.922582226,Near Limit,-65,Approval,Pending,3
C-1208,Contributor,Microsoft,12-04-2023,04-03-2026,IT,Critical,62,Warning,182,143,78.87,358,137,0.384591565,Healthy,-221,Negotiation,Approved,13
C-1209,Collaborator,Veloxa,13-03-2023,12-08-2026,Finance,Medium,223,Normal,245,181,72.9,382,238,0.624051099,Healthy,-144,Execution,Approved,14
C-1210,Collaborator,Veloxa,09-09-2023,26-10-2026,IT,Medium,298,Normal,245,181,72.9,528,355,0.672499503,Healthy,-173,Execution,Pending,12
C-1211,Contributor,Microsoft,08-07-2023,06-12-2026,IT,Medium,339,Normal,182,143,78.87,468,8520,18.18646528,Exceeded,8052,Planning,Pending,11
C-1212,Contributor,Microsoft,22-08-2023,29-11-2026,Finance,Medium,332,Normal,182,143,78.87,7489,263,0.035221454,Healthy,-7226,Planning,Pending,10
C-1213,Contributor,Microsoft,19-10-2023,19-08-2026,Procurement,Medium,230,Normal,182,143,78.87,5126,4491,0.876107211,Near Limit,-635,Planning,Pending,7
C-1214,Collaborator,Microsoft,19-12-2023,19-02-2026,Finance,Medium,49,Warning,161,124,76.18,4620,3817,0.82614684,Near Limit,-803,Negotiation,Approved,18
C-1215,Collaborator,Databridge,25-04-2023,03-03-2026,Finance,High,61,Warning,245,181,72.9,4712,3233,0.686204263,Healthy,-1479,Negotiation,Pending,4
C-1216,Collaborator,Veloxa,09-10-2023,23-04-2026,Finance,High,112,Planning,245,181,72.9,4650,3682,0.791973407,Healthy,-968,Negotiation,Pending,5
C-1217,Collaborator,Microsoft,19-06-2023,17-07-2026,Finance,Critical,197,Normal,161,124,76.18,7205,6780,0.94108044,Near Limit,-425,Planning,Pending,8
C-1218,Collaborator,Nexaflow,01-08-2023,22-03-2026,Finance,High,80,Warning,245,181,72.9,268,273,1.017843731,Exceeded,5,Execution,Pending,11
C-1219,Contributor,Microsoft,04-11-2023,13-06-2026,Finance,Critical,163,Planning,182,143,78.87,357,283,0.793720769,Healthy,-74,Planning,Pending,7
C-1220,Collaborator,Microsoft,19-09-2023,21-11-2026,Procurement,High,324,Normal,161,124,76.18,1297,1783,1.374691039,Exceeded,486,Planning,Pending,12
C-1221,Collaborator,Cloudora,13-09-2023,27-01-2026,Finance,Critical,26,Critical,157,39,25.1,369,8058,21.80999951,Exceeded,7689,Planning,Pending,11
C-1222,Collaborator,Microsoft,21-03-2023,01-10-2026,Procurement,Critical,273,Normal,161,124,76.18,368,367,0.997332262,Exceeded,-1,Approval,Pending,9
C-1223,Collaborator,Atlassify,24-10-2023,04-11-2026,IT,Medium,307,Normal,157,114,75.23,3788,3003,0.792795482,Healthy,-785,Approval,Approved,13
C-1224,Contributor,Microsoft,18-09-2023,27-03-2026,IT,Medium,85,Warning,182,143,78.87,2382,478,0.200855551,Healthy,-1904,Planning,Pending,15
C-1225,Contributor,Microsoft,09-01-2023,16-07-2026,IT,High,196,Normal,182,143,78.87,257,4082,15.84681695,Exceeded,3825,Planning,Pending,13
C-1226,Contributor,Microsoft,07-03-2023,30-07-2026,IT,Medium,210,Normal,182,40,22.26,3645,2533,0.695170842,Healthy,-1112,Execution,Pending,19
C-1227,Collaborator,Nexaflow,21-01-2023,14-08-2026,Finance,High,225,Normal,157,114,75.23,564,478,0.847444812,Near Limit,-86,Execution,Pending,16
C-1228,Contributor,Microsoft,16-09-2023,04-01-2026,Procurement,Medium,3,Critical,182,143,78.87,1248,802,0.642551784,Healthy,-446,Execution,Pending,16
C-1229,Collaborator,Veloxa,24-06-2023,11-07-2026,IT,Critical,191,Normal,245,181,72.9,678,478,0.705319408,Healthy,-200,Planning,Pending,11
C-1230,Collaborator,Atlassify,19-03-2023,01-12-2026,IT,Medium,334,Normal,245,181,72.9,389,278,0.715042762,Healthy,-111,Approval,Pending,3
C-1231,Collaborator,Microsoft,22-09-2023,17-09-2026,IT,High,259,Normal,161,44,27.67,2376,109,0.046019245,Healthy,-2267,Negotiation,Approved,3
C-1232,Contributor,Microsoft,20-05-2023,19-02-2026,IT,High,49,Warning,182,143,78.87,357,190,0.532329364,Healthy,-167,Negotiation,Pending,6
C-1233,Collaborator,Microsoft,06-03-2023,15-05-2026,Finance,High,134,Planning,161,124,76.18,379,849,2.236443213,Exceeded,470,Negotiation,Approved,8
C-1234,Collaborator,Cloudora,11-01-2023,28-03-2026,Finance,Critical,86,Warning,245,181,72.9,4202,3016,0.717849964,Healthy,-1186,Planning,Pending,19
C-1235,Collaborator,Microsoft,28-12-2023,19-07-2026,Finance,High,199,Normal,161,124,76.18,2889,103,0.035984304,Healthy,-2786,Planning,Pending,11
C-1236,Contributor,Microsoft,01-05-2023,18-11-2026,IT,Critical,321,Normal,182,143,78.87,354,203,0.574261053,Healthy,-151,Planning,Pending,12
C-1237,Contributor,Microsoft,11-10-2023,19-03-2026,Finance,Medium,77,Warning,182,143,78.87,2835,2973,1.048633225,Exceeded,138,Approval,Approved,13
C-1238,Collaborator,Microsoft,01-02-2023,06-12-2026,IT,High,339,Normal,161,124,76.18,138,13303,95.72207592,Exceeded,13165,Execution,Pending,19
C-1239,Collaborator,Microsoft,01-02-2023,13-04-2026,Finance,Critical,102,Planning,161,32,20.1,3277,5608,1.710986364,Exceeded,2331,Execution,Pending,15
C-1240,Collaborator,Cloudora,17-10-2023,16-07-2026,Procurement,Medium,196,Normal,245,181,72.9,3601,2937,0.815815533,Near Limit,-664,Planning,Approved,16
C-1241,Collaborator,Prismly,23-09-2023,27-02-2026,Procurement,Medium,57,Warning,245,49,20.19,3792,290,0.076562757,Healthy,-3502,Execution,Pending,14
C-1242,Contributor,Microsoft,10-08-2023,28-07-2026,Finance,High,208,Normal,182,143,78.87,3798,278,0.073375671,Healthy,-3520,Planning,Pending,19
C-1243,Collaborator,Prismly,01-12-2023,06-02-2026,Finance,High,36,Warning,157,114,75.23,128,107,0.836351369,Near Limit,-21,Planning,Pending,15
C-1244,Collaborator,Microsoft,08-03-2023,17-03-2026,IT,Medium,75,Warning,161,124,76.18,3466,2198,0.634138532,Healthy,-1268,Planning,Pending,4
C-1245,Collaborator,Microsoft,26-11-2023,31-07-2026,Finance,High,211,Normal,161,34,21.28,3687,6024,1.633803336,Exceeded,2337,Execution,Pending,8
C-1246,Collaborator,Atlassify,23-07-2023,20-07-2026,Procurement,Medium,200,Normal,157,114,75.23,2946,2326,0.789687262,Healthy,-620,Planning,Pending,1
C-1247,Collaborator,Prismly,02-05-2023,16-11-2026,Finance,Medium,319,Normal,245,181,72.9,463,328,0.709559751,Healthy,-135,Negotiation,Pending,11
C-1248,Collaborator,Databridge,18-11-2023,21-12-2026,IT,Critical,354,Normal,157,114,75.23,476,359,0.753488889,Healthy,-117,Planning,Pending,17
C-1249,Contributor,Microsoft,11-07-2023,02-12-2026,Finance,Critical,335,Normal,182,143,78.87,136,109,0.802002208,Near Limit,-27,Planning,Pending,12
C-1251,Contributor,Microsoft,24-11-2023,27-02-2026,IT,Medium,57,Warning,150,44,29.41,168,108,0.646964847,Healthy,-60,Execution,Pending,16
C-1293,Contributor,Microsoft,13-03-2023,22-02-2026,IT,Critical,52,Warning,150,27,18.36,1792,189,0.105643255,Healthy,-1603,Approval,Pending,6
C-1255,Full,Veloxa,17-01-2023,16-01-2026,IT,Low,15,Critical,155,113,74.79,190,112,0.590438,Healthy,-78,Planning,Pending,12
C-1295,Full,Cloudora,15-10-2023,12-04-2026,Finance,Medium,101,Normal,155,113,74.79,1997,109,0.054708315,Healthy,-1888,Planning,Pending,11
C-1296,Collaborator,Salesforce,18-11-2023,05-11-2026,Procurement,Critical,307,Normal,98,21,21.94,3611,2683,0.743007477,Healthy,-928,Approval,Pending,4
C-1297,Collaborator,Nexaflow,12-11-2023,18-02-2026,IT,Medium,47,Warning,245,173,70.74,13814,11562,0.83697698,Near Limit,-2252,Approval,Approved,17
C-1298,Collaborator,Microsoft,08-05-2025,04-02-2027,Procurement,Critical,398,Normal,161,132,82.26,1671,967,0.578695392,Healthy,-704,Approval,Pending,4
C-1299,Collaborator,Veloxa,05-07-2025,02-02-2027,Procurement,Critical,396,Normal,245,196,80.1,419,388,0.92601432,Near Limit,-31,Execution,Pending,5
C-1300,Collaborator,Atlassify,19-06-2024,31-05-2026,Finance,Medium,149,Planning,157,96,61.4,193,66,0.341968912,Healthy,-127,Planning,Pending,12
C-1301,Contributor,Microsoft,30-06-2025,23-01-2027,Procurement,Medium,386,Normal,182,147,80.7,11877,10419,0.877241728,Near Limit,-1458,Execution,Approved,11
C-1302,Contributor,Microsoft,31-01-2025,03-02-2027,Procurement,High,397,Normal,182,151,83.17,1187,657,0.553496209,Healthy,-530,Planning,Approved,9
C-1303,Full,Microsoft,19-01-2024,01-01-2027,Procurement,Critical,364,Normal,210,143,68.38,617,449,0.727714749,Healthy,-168,Approval,Approved,9
C-1304,Collaborator,Microsoft,21-09-2023,03-03-2026,Finance,Critical,60,Warning,161,125,78.04,517,215,0.415860735,Healthy,-302,Planning,Pending,11
C-1305,Contributor,Microsoft,01-11-2023,11-09-2026,Finance,High,252,Normal,182,135,74.4,1369,1383,1.010226443,Exceeded,14,Execution,Approved,11
C-1306,Collaborator,Nexaflow,29-06-2025,11-01-2027,Procurement,High,374,Normal,245,162,65.97,4260,5481,1.286619718,Exceeded,1221,Planning,Pending,9
C-1307,Collaborator,Microsoft,12-09-2023,30-03-2026,Finance,High,87,Warning,161,134,83.56,365,141,0.38630137,Healthy,-224,Execution,Pending,6
C-1308,Full,Microsoft,07-04-2024,24-02-2027,Finance,High,418,Normal,210,154,73.62,897,2909,3.24303233,Exceeded,2012,Negotiation,Pending,9
C-1309,Collaborator,Prismly,22-11-2025,30-01-2027,Procurement,High,393,Normal,245,209,85.39,2605,1776,0.681765835,Healthy,-829,Planning,Approved,17
C-1310,Collaborator,Nexaflow,09-03-2023,21-02-2026,Finance,Medium,50,Warning,157,117,75.03,2472,1443,0.583737864,Healthy,-1029,Planning,Pending,3
C-1311,Collaborator,Nexaflow,15-10-2023,10-04-2026,Finance,Critical,98,Planning,157,117,74.97,461,453,0.982646421,Near Limit,-8,Planning,Pending,7
C-1312,Collaborator,Microsoft,23-02-2025,28-12-2026,IT,Medium,360,Normal,161,158,98.2,3291,2147,0.652385293,Healthy,-1144,Planning,Approved,16
C-1313,Contributor,Salesforce,26-09-2023,25-06-2026,Finance,High,174,Planning,320,267,83.66,1934,1866,0.96483971,Near Limit,-68,Approval,Approved,8
C-1314,Collaborator,Microsoft,13-08-2024,24-10-2026,Procurement,Medium,295,Normal,161,130,80.65,3174,4892,1.541272842,Exceeded,1718,Planning,Approved,7
C-1315,Contributor,Microsoft,04-08-2024,13-10-2026,Finance,Medium,284,Normal,182,158,87.12,558,564,1.010752688,Exceeded,6,Planning,Approved,7
C-1316,Contributor,Microsoft,02-10-2024,03-07-2026,IT,High,182,Normal,182,145,79.82,1753,1771,1.010268112,Exceeded,18,Negotiation,Pending,15
C-1317,Contributor,AWS,09-12-2024,18-03-2026,Procurement,High,75,Warning,182,140,77.03,3820,2137,0.559424084,Healthy,-1683,Planning,Approved,15
C-1318,Collaborator,Cloudora,28-04-2025,25-12-2026,Finance,High,357,Normal,245,175,71.35,5065,18144,3.582230997,Exceeded,13079,Planning,Pending,7
C-1319,Collaborator,Salesforce,09-09-2024,09-04-2026,Procurement,High,97,Planning,98,70,72.04,1773,963,0.543147208,Healthy,-810,Planning,Pending,13
C-1320,Full,Microsoft,18-12-2023,26-02-2026,Finance,Critical,55,Warning,210,157,74.9,346,283,0.817919075,Near Limit,-63,Approval,Approved,17
C-1321,Collaborator,Databridge,19-08-2023,29-03-2026,IT,High,86,Warning,157,135,86.11,392,81,0.206632653,Healthy,-311,Execution,Approved,16
C-1322,Collaborator,Salesforce,25-08-2024,12-03-2026,Finance,Critical,69,Warning,98,21,22.04,2576,2602,1.010093168,Exceeded,26,Planning,Pending,5
C-1323,Collaborator,Cloudora,10-12-2023,05-12-2026,Procurement,High,337,Normal,98,90,92.24,3686,3034,0.823114487,Near Limit,-652,Approval,Pending,4
C-1324,Contributor,Microsoft,25-10-2024,15-09-2026,Procurement,Medium,256,Normal,182,151,82.89,2505,3015,1.203592814,Exceeded,510,Planning,Pending,14
C-1325,Full,Microsoft,21-02-2024,12-12-2026,IT,High,344,Normal,260,38,14.65,7343,5381,0.732806755,Healthy,-1962,Execution,Approved,5
C-1326,Contributor,Microsoft,24-12-2023,09-09-2026,IT,Critical,250,Normal,182,135,74.18,4393,4214,0.959253358,Near Limit,-179,Planning,Approved,16
C-1327,Contributor,Microsoft,06-11-2024,28-02-2026,Procurement,High,57,Warning,182,120,66.12,327,330,1.009174312,Exceeded,3,Planning,Pending,7
C-1328,Collaborator,Microsoft,20-08-2025,02-01-2027,Procurement,Medium,365,Normal,161,108,67,6589,5453,0.82759144,Near Limit,-1136,Negotiation,Pending,14
C-1329,Collaborator,Veloxa,11-10-2024,20-10-2026,IT,Critical,291,Normal,157,125,80,8198,2828,0.344962186,Healthy,-5370,Planning,Pending,4
C-1330,Collaborator,Cloudora,06-10-2024,27-05-2026,IT,Medium,145,Planning,245,169,68.95,2872,2606,0.907381616,Near Limit,-266,Execution,Pending,10
C-1331,Collaborator,Prismly,03-08-2024,06-11-2026,Procurement,High,308,Normal,245,230,93.89,399,447,1.120300752,Exceeded,48,Approval,Pending,14
C-1332,Collaborator,Microsoft,17-05-2024,26-01-2027,IT,Medium,389,Normal,161,127,78.85,4041,2527,0.625340262,Healthy,-1514,Planning,Pending,8
C-1333,Full,Salesforce,05-02-2025,31-10-2026,Finance,High,302,Normal,210,144,68.57,2799,2614,0.933904966,Near Limit,-185,Planning,Pending,14
C-1334,Contributor,Microsoft,03-02-2024,10-10-2026,IT,Medium,281,Normal,182,165,90.95,265,116,0.437735849,Healthy,-149,Planning,Approved,15
C-1335,Collaborator,Salesforce,01-11-2023,29-08-2026,IT,Medium,239,Normal,98,84,86.53,6812,6088,0.89371697,Near Limit,-724,Planning,Pending,7
C-1336,Collaborator,Salesforce,27-01-2025,10-03-2026,IT,High,67,Warning,98,75,77.14,3742,2402,0.641902726,Healthy,-1340,Negotiation,Pending,8
C-1337,Full,AWS,26-12-2024,21-01-2027,Procurement,Medium,384,Normal,260,182,70.31,2533,929,0.366758784,Healthy,-1604,Planning,Approved,16
C-1338,Contributor,AWS,19-03-2025,09-10-2026,Finance,High,280,Normal,145,121,83.52,4875,3107,0.637333333,Healthy,-1768,Negotiation,Pending,17
C-1339,Full,AWS,03-05-2024,22-03-2026,Procurement,Medium,79,Warning,260,57,22.15,4268,2644,0.619493908,Healthy,-1624,Execution,Approved,17
C-1340,Contributor,Microsoft,21-02-2024,28-01-2026,Procurement,High,26,Critical,182,118,65.19,1509,1001,0.663353214,Healthy,-508,Negotiation,Pending,14
C-1341,Contributor,Microsoft,03-01-2024,10-06-2026,Finance,Medium,159,Planning,182,148,81.63,3516,1055,0.300056883,Healthy,-2461,Approval,Pending,14
C-1342,Contributor,Microsoft,26-02-2024,16-12-2026,IT,Medium,348,Normal,182,161,88.71,2842,2870,1.009852217,Exceeded,28,Approval,Approved,15
C-1343,Collaborator,Microsoft,07-05-2024,17-10-2026,Finance,Medium,288,Normal,161,135,83.81,3656,1894,0.518052516,Healthy,-1762,Negotiation,Pending,7
C-1344,Collaborator,Prismly,31-10-2024,26-07-2026,Procurement,High,205,Normal,245,158,64.67,2767,2394,0.865196964,Near Limit,-373,Planning,Pending,3
C-1345,Collaborator,Salesforce,19-03-2025,13-11-2026,Finance,Critical,315,Normal,98,86,87.86,180,154,0.855555556,Near Limit,-26,Planning,Pending,14
